xdata,ydata
1.0,0.8414709848078965
1.0745098039215686,0.8793568426837859
1.1490196078431372,0.9123630237813889
1.223529411764706,0.9403063720852813
1.2980392156862746,0.9630318259626793
1.3725490196078431,0.9804132786225981
1.4470588235294117,0.9923542779004548
1.5215686274509803,0.9987885614849131
1.5960784313725491,0.9996804246169173
1.6705882352941175,0.9950249182205025
1.7450980392156863,0.9848478763659245
1.8196078431372549,0.969205772912712
1.8941176470588235,0.9481854081281507
1.9686274509803923,0.9219034270201953
2.0431372549019606,0.8905056720576541
2.1176470588235294,0.8541663738694864
2.1921568627450982,0.8130871844141474
2.2666666666666666,0.7674960579840546
2.341176470588235,0.7176459862546438
2.415686274509804,0.6638135943974108
2.4901960784313726,0.6062976060473078
2.564705882352941,0.5454171856426017
2.6392156862745098,0.48151016733580154
2.7137254901960786,0.4149311803036698
2.788235294117647,0.3460496808592448
2.8627450980392157,0.27524790228596346
2.9372549019607845,0.20291873377055386
3.011764705882353,0.12946354020479373
3.0862745098039217,0.05528993495437052
3.16078431372549,-0.019190482045928905
3.235294117647059,-0.09356440831907659
3.3098039215686272,-0.1674191323203051
3.384313725490196,-0.2403448236324485
3.458823529411765,-0.3119368071734882
3.533333333333333,-0.38179780879641134
3.607843137254902,-0.4495401598202237
3.6823529411764704,-0.5147879482588547
3.756862745098039,-0.5771791048104878
3.831372549019608,-0.6363674120318535
3.9058823529411764,-0.692024425548296
3.980392156862745,-0.7438412966385436
4.0549019607843135,-0.7915304860803946
4.129411764705882,-0.8348273597469521
4.203921568627451,-0.873491657099209
4.2784313725490195,-0.9073088244261104
4.352941176470589,-0.9360912054337585
4.427450980392157,-0.9596790825769996
4.5019607843137255,-0.9779415633549084
4.576470588235294,-0.9907773066519787
4.650980392156862,-0.9981150850944541
4.7254901960784315,-0.9999141803012046
4.8,-0.9961646088358407
4.874509803921569,-0.9868871776062296
4.949019607843137,-0.9721333684039899
5.023529411764706,-0.9519850522246729
5.098039215686274,-0.9265540349539095
5.172549019607843,-0.8959814369405733
5.247058823529412,-0.8604369098998007
5.32156862745098,-0.8201176954913784
5.396078431372549,-0.7752475307975887
5.470588235294118,-0.72607540677417
5.545098039215686,-0.6728741865639207
5.6196078431372545,-0.6159390913401293
5.694117647058824,-0.5555860620820964
5.768627450980392,-0.4921500063734967
5.8431372549019605,-0.4259829399523349
5.91764705882353,-0.35745203332531494
5.992156862745098,-0.2869375742862337
6.066666666666666,-0.21483085764466522
6.141176470588235,-0.14153201387515105
6.215686274509804,-0.06744778873601716
6.290196078431372,0.007010713820958455
6.364705882352941,0.08143031292512538
6.43921568627451,0.15539804358665207
6.513725490196078,0.2285034482982636
6.588235294117647,0.3003408547226083
6.662745098039216,0.37051162682602473
6.737254901960784,0.43862637696685436
6.811764705882353,0.5043071266631128
6.886274509803921,0.5671894040490952
6.96078431372549,0.626924266381843
7.035294117647059,0.6831802363742845
7.109803921568627,0.7356451416100734
7.184313725490196,0.7840278468329328
7.258823529411765,0.8280598694977935
7.333333333333333,0.8674968696188059
7.407843137254902,0.9021200056468349
7.482352941176471,0.9317371488524873
7.556862745098039,0.9561839494758879
7.631372549019607,0.9753247487269816
7.705882352941177,0.9890533315755443
7.780392156862745,0.9972935161535637
7.854901960784313,0.9999995764993115
7.929411764705883,0.9971564962972387
8.003921568627451,0.9887800522056569
8.07843137254902,0.9749167263098065
8.152941176470588,0.9556434481861235
8.227450980392156,0.9310671680090268
8.301960784313724,0.9013242630691177
8.376470588235293,0.8665797809961061
8.450980392156863,0.827026523885927
8.525490196078431,0.7828839784143637
8.6,0.7343970978741133
8.67450980392157,0.6818349428939653
8.749019607843138,0.6254891883829277
8.823529411764707,0.5656725049844702
8.898039215686275,0.5027168240224487
8.972549019607843,0.43697149556675496
9.047058823529412,0.3688013498398583
9.12156862745098,0.29858467272176686
9.196078431372548,0.22671110658762372
9.270588235294117,0.15357948812648797
9.345098039215687,0.07959563513955231
9.419607843137255,0.005170094599181021
9.494117647058824,-0.06928413553491672
9.568627450980392,-0.1433538981003747
9.64313725490196,-0.21662816940030463
9.717647058823529,-0.28870034003252476
9.792156862745099,-0.35917047122323775
9.866666666666667,-0.4276475141444301
9.941176470588236,-0.49375147989970913
10.015686274509804,-0.5571155481369819
10.090196078431372,-0.6173881025870083
10.16470588235294,-0.6742346822323245
10.239215686274509,-0.7273398372792226
10.313725490196079,-0.776408879633734
10.388235294117647,-0.8211695181679688
10.462745098039216,-0.8613733697025011
10.537254901960784,-0.8967973373201203
10.611764705882353,-0.9272448483625064
10.686274509803921,-0.9525469452399999
10.76078431372549,-0.9725632230014116
10.83529411764706,-0.98718260846116
10.909803921568628,-0.9963239765602488
10.984313725490196,-0.9999366005408145
11.058823529411764,-0.9980004334361525
11.133333333333333,-0.9905262193142008
11.207843137254901,-0.9775554336571717
11.28235294117647,-0.9591600532081737
11.35686274509804,-0.9354421565619786
11.431372549019608,-0.9065333577163147
11.505882352941176,-0.8725940757269823
11.580392156862745,-0.8338126445195919
11.654901960784313,-0.7904042677976978
11.729411764705882,-0.7426098248466951
11.803921568627452,-0.6906945338602424
11.87843137254902,-0.6349464802066116
11.952941176470588,-0.5756750178018043
12.027450980392157,-0.5132090524604715
12.101960784313725,-0.4478952167505468
12.176470588235293,-0.3800959464795935
12.250980392156862,-0.31018746948671766
12.325490196078432,-0.23855771790052452
12.4,-0.1656041754483094
12.474509803921569,-0.09173167176204498
12.549019607843137,-0.017350135920910992
12.623529411764705,0.05712767830374589
12.698039215686274,0.13128848287807082
12.772549019607842,0.20472074890005862
12.847058823529412,0.2770169902322394
12.92156862745098,0.3477760247004774
12.996078431372549,0.4166052003111936
13.070588235294117,0.48312257413338044
13.145098039215686,0.5469590317545064
13.219607843137254,0.6077603355491372
13.294117647058822,0.6651890903941385
13.368627450980393,0.718926615922429
13.443137254901961,0.7686747149258707
13.51764705882353,0.8141573280941968
13.592156862745098,0.8551220659075669
13.666666666666666,0.8913416091820802
13.741176470588234,0.9226149704964101
13.815686274509805,0.9487686094997269
13.890196078431373,0.9696573959119001
13.964705882352941,0.9851654148721659
14.03921568627451,0.9952066101672506
14.113725490196078,0.9997252617695963
14.188235294117646,0.9986962950357557
14.262745098039215,0.992125419849172
14.337254901960785,0.9800490989352195
14.411764705882353,0.962534345524331
14.486274509803922,0.9396783514860045
14.56078431372549,0.911607947997232
14.635294117647058,0.878478901738174
14.709803921568627,0.8404750505205926
14.784313725490195,0.7978072831455642
14.858823529411765,0.7507123691513854
14.933333333333334,0.699451644945576
15.007843137254902,0.6443095636118019
15.08235294117647,0.5855921164390712
15.156862745098039,0.5236251349323443
15.231372549019607,0.45875248272695296
15.305882352941175,0.3913341474401496
15.380392156862746,0.3217442430483767
15.454901960784314,0.25036893387535764
15.529411764705882,0.17760429171107286
15.60392156862745,0.10385409795280542
15.678431372549019,0.029527602964466798
15.752941176470587,-0.044962744912153706
15.827450980392157,-0.11920358809217722
15.901960784313726,-0.1927829535279347
15.976470588235294,-0.2652925388062891
16.050980392156863,-0.3363299778770643
16.12549019607843,-0.4055010738397568
16.2,-0.47242198639846616
16.274509803921568,-0.5367213618465471
16.34901960784314,-0.5980423937613962
16.423529411764704,-0.6560448029742638
16.498039215686276,-0.7104067258280168
16.57254901960784,-0.7608265002445256
16.647058823529413,-0.8070243396906834
16.721568627450978,-0.8487438857538212
16.79607843137255,-0.8857536307112074
16.870588235294118,-0.9178482021994537
16.945098039215686,-0.9448495028551271
17.019607843137255,-0.9666076986024607
17.094117647058823,-0.9830020501040522
17.16862745098039,-0.9939415827607011
17.24313725490196,-0.9993655915424596
17.31764705882353,-0.9992439778495183
17.392156862745097,-0.9935774165336377
17.466666666666665,-0.9823973521532994
17.541176470588233,-0.9657658244833571
17.615686274509805,-0.9437751242474607
17.690196078431374,-0.9165472809836455
17.764705882352942,-0.884233385884983
17.83921568627451,-0.8470127533729629
17.91372549019608,-0.8050919260561441
17.988235294117647,-0.7587035285957052
18.062745098039215,-0.7081049768379583
18.137254901960784,-0.653577049377033
18.211764705882352,-0.5954223294743356
18.28627450980392,-0.5339635259807929
18.36078431372549,-0.4695416825793235
18.435294117647057,-0.40251428528470745
18.509803921568626,-0.333253278702606
18.584313725490198,-0.2621430020557913
18.658823529411766,-0.1895780564308914
18.733333333333334,-0.11596111508055294
18.807843137254903,-0.04170068893203426
18.88235294117647,0.03279114029830858
18.95686274509804,0.10710100680535148
19.031372549019608,0.18081655452112397
19.105882352941176,0.2535287253375553
19.180392156862744,0.3248340290283696
19.254901960784313,0.3943367822740093
19.32941176470588,0.46165130436491786
19.40392156862745,0.5264040573989098
19.478431372549018,0.5882357190963682
19.552941176470586,0.6468031767309199
19.627450980392158,0.7017814311109875
19.701960784313727,0.7528654000467343
19.776470588235295,0.7997716112947475
19.850980392156863,0.8422397755860133
19.92549019607843,0.8800342310082686
20.0,0.9129452507276277
